Region,Date,Confirmed,Deaths,Recovered
Guangxi,2020-02-26,252.0,2.0,147.0
Shaanxi,2020-02-26,245.0,1.0,192.0
Japan,2020-02-26,189.0,2.0,22.0
Yunnan,2020-02-26,174.0,2.0,144.0
Hainan,2020-02-26,168.0,5.0,129.0
Guizhou,2020-02-25,146.0,2.0,104.0
Iran,2020-02-26,139.0,19.0,49.0
Tianjin,2020-02-26,135.0,3.0,96.0
Shanxi,2020-02-26,133.0,0.0,104.0
Liaoning,2020-02-26,121.0,1.0,88.0
Jilin,2020-02-26,93.0,1.0,65.0
Hong Kong,2020-02-26,91.0,2.0,24.0
Xinjiang,2020-02-26,76.0,2.0,34.0
Inner Mongolia,2020-02-26,75.0,0.0,38.0
Ningxia,2020-02-26,71.0,0.0,65.0
Germany,2020-02-26,27.0,0.0,15.0
Kuwait,2020-02-26,26.0,0.0,0.0
Malaysia,2020-02-24,22.0,0.0,18.0
France,2020-02-26,18.0,2.0,11.0
Spain,2020-02-26,13.0,0.0,2.0
UK,2020-02-24,13.0,0.0,8.0
Macau,2020-02-25,10.0,0.0,7.0
From Diamond Princess,2020-02-22,7.0,0.0,0.0
British Columbia,2020-02-25,7.0,0.0,0.0
Iraq,2020-02-26,5.0,0.0,0.0
"Toronto, ON",2020-02-24,3.0,0.0,2.0
Austria,2020-02-26,2.0,0.0,0.0
Israel,2020-02-26,2.0,0.0,0.0
Sweden,2020-02-26,2.0,0.0,0.0
Georgia,2020-02-26,1.0,0.0,0.0
Greece,2020-02-26,1.0,0.0,0.0
North Macedonia,2020-02-26,1.0,0.0,0.0
Norway,2020-02-26,1.0,0.0,0.0
Romania,2020-02-26,1.0,0.0,0.0
Switzerland,2020-02-25,1.0,0.0,0.0
"Sacramento County, CA",2020-02-21,1.0,0.0,0.0
Hubei,2020-02-27,65596.0,2641.0,23383.0
South Korea,2020-02-27,1766.0,13.0,22.0
Guangdong,2020-02-27,1347.0,7.0,890.0
Henan,2020-02-27,1272.0,20.0,1068.0
Zhejiang,2020-02-27,1205.0,1.0,932.0
Hunan,2020-02-27,1017.0,4.0,804.0
Anhui,2020-02-27,989.0,6.0,792.0
Jiangxi,2020-02-27,934.0,1.0,754.0
Shandong,2020-02-27,756.0,6.0,387.0
Diamond Princess cruise ship,2020-02-26,705.0,4.0,10.0
Italy,2020-02-27,655.0,17.0,45.0
Jiangsu,2020-02-27,631.0,0.0,498.0
Chongqing,2020-02-27,576.0,6.0,401.0
Sichuan,2020-02-27,534.0,3.0,321.0
Heilongjiang,2020-02-27,480.0,13.0,270.0
Beijing,2020-02-27,410.0,5.0,248.0
Shanghai,2020-02-27,337.0,3.0,276.0
Hebei,2020-02-27,317.0,6.0,274.0
Fujian,2020-02-27,296.0,1.0,228.0
Guangxi,2020-02-27,252.0,2.0,161.0
Iran,2020-02-27,245.0,26.0,49.0
Shaanxi,2020-02-27,245.0,1.0,195.0
Japan,2020-02-27,214.0,4.0,22.0
Yunnan,2020-02-27,174.0,2.0,150.0
Hainan,2020-02-27,168.0,5.0,131.0
Shanxi,2020-02-27,133.0,0.0,107.0
Jilin,2020-02-27,93.0,1.0,67.0
Hong Kong,2020-02-27,92.0,2.0,24.0
Gansu,2020-02-26,91.0,2.0,81.0
Xinjiang,2020-02-27,76.0,2.0,43.0
Inner Mongolia,2020-02-27,75.0,0.0,43.0
Germany,2020-02-27,46.0,0.0,16.0
Kuwait,2020-02-27,43.0,0.0,0.0
Unassigned Location (From Diamond Princess),2020-02-26,42.0,0.0,0.0
Thailand,2020-02-26,40.0,0.0,22.0
France,2020-02-27,38.0,2.0,11.0
Bahrain,2020-02-26,33.0,0.0,0.0
Taiwan,2020-02-26,32.0,1.0,5.0
Spain,2020-02-27,15.0,0.0,2.0
UK,2020-02-27,15.0,0.0,8.0
United Arab Emirates,2020-02-22,13.0,0.0,4.0
Croatia,2020-02-26,3.0,0.0,0.0
Greece,2020-02-27,3.0,0.0,0.0
Israel,2020-02-27,3.0,0.0,1.0
Egypt,2020-02-21,1.0,0.0,0.0
Netherlands,2020-02-27,1.0,0.0,0.0
Norway,2020-02-27,1.0,0.0,0.0
Romania,2020-02-27,1.0,0.0,0.0
"Boston, MA",2020-02-01,1.0,0.0,0.0
Hubei,2020-02-28,65914.0,2682.0,26403.0
South Korea,2020-02-28,2337.0,13.0,22.0
Guangdong,2020-02-28,1348.0,7.0,935.0
Henan,2020-02-28,1272.0,20.0,1112.0
Zhejiang,2020-02-28,1205.0,1.0,975.0
Hunan,2020-02-28,1017.0,4.0,830.0
Anhui,2020-02-28,990.0,6.0,821.0
Jiangxi,2020-02-28,935.0,1.0,790.0
Italy,2020-02-28,888.0,21.0,46.0
Shandong,2020-02-28,756.0,6.0,405.0
Diamond Princess cruise ship,2020-02-28,705.0,6.0,10.0
Jiangsu,2020-02-28,631.0,0.0,515.0
Chongqing,2020-02-28,576.0,6.0,422.0
Sichuan,2020-02-28,538.0,3.0,338.0
Heilongjiang,2020-02-28,480.0,13.0,283.0
Beijing,2020-02-28,410.0,7.0,257.0
Iran,2020-02-28,388.0,34.0,73.0
Shanghai,2020-02-28,337.0,3.0,279.0
Hebei,2020-02-28,318.0,6.0,277.0
Fujian,2020-02-28,296.0,1.0,235.0
Guangxi,2020-02-28,252.0,2.0,168.0
Shaanxi,2020-02-28,245.0,1.0,199.0
Japan,2020-02-28,228.0,4.0,22.0
Yunnan,2020-02-28,174.0,2.0,156.0
Hainan,2020-02-28,168.0,5.0,133.0
Tianjin,2020-02-27,136.0,3.0,102.0
Shanxi,2020-02-28,133.0,0.0,112.0
Liaoning,2020-02-27,121.0,1.0,93.0
Hong Kong,2020-02-28,94.0,2.0,30.0
Jilin,2020-02-28,93.0,1.0,73.0
Singapore,2020-02-26,93.0,0.0,62.0
Xinjiang,2020-02-28,76.0,3.0,52.0
Inner Mongolia,2020-02-28,75.0,0.0,45.0
Ningxia,2020-02-27,72.0,0.0,68.0
France,2020-02-28,57.0,2.0,11.0
Germany,2020-02-28,48.0,0.0,16.0
Thailand,2020-02-28,41.0,0.0,28.0
Bahrain,2020-02-28,36.0,0.0,0.0
Taiwan,2020-02-28,34.0,1.0,6.0
Spain,2020-02-28,32.0,0.0,2.0
Malaysia,2020-02-27,23.0,0.0,18.0
UK,2020-02-28,20.0,0.0,8.0
United Arab Emirates,2020-02-28,19.0,0.0,5.0
From Diamond Princess,2020-02-27,8.0,0.0,0.0
Switzerland,2020-02-27,8.0,0.0,0.0
British Columbia,2020-02-27,7.0,0.0,3.0
Iraq,2020-02-27,7.0,0.0,0.0
Sweden,2020-02-27,7.0,0.0,0.0
Norway,2020-02-28,6.0,0.0,0.0
Queensland,2020-02-21,5.0,0.0,1.0
"Toronto, ON",2020-02-27,5.0,0.0,2.0
Croatia,2020-02-28,5.0,0.0,0.0
Victoria,2020-02-13,4.0,0.0,4.0
Israel,2020-02-28,4.0,0.0,1.0
Oman,2020-02-26,4.0,0.0,0.0
Austria,2020-02-27,3.0,0.0,0.0
South Australia,2020-02-17,2.0,0.0,2.0
Finland,2020-02-26,2.0,0.0,1.0
Lebanon,2020-02-26,2.0,0.0,0.0
Pakistan,2020-02-26,2.0,0.0,0.0
"Santa Clara, CA",2020-02-21,2.0,0.0,1.0
 Azerbaijan,2020-02-28,1.0,0.0,0.0
Brazil,2020-02-26,1.0,0.0,0.0
Denmark,2020-02-27,1.0,0.0,0.0
Iceland,2020-02-28,1.0,0.0,0.0
Mexico,2020-02-28,1.0,0.0,0.0
Netherlands,2020-02-28,1.0,0.0,0.0
North Ireland,2020-02-28,1.0,0.0,0.0
"Seattle, WA",2020-02-09,1.0,0.0,1.0
Hubei,2020-02-29,66337.0,2727.0,28993.0
South Korea,2020-02-29,3150.0,16.0,27.0
Guangdong,2020-02-29,1349.0,7.0,983.0
Henan,2020-02-29,1272.0,21.0,1170.0
Zhejiang,2020-02-29,1205.0,1.0,1016.0
Italy,2020-02-29,1128.0,29.0,46.0
Hunan,2020-02-29,1018.0,4.0,846.0
Anhui,2020-02-29,990.0,6.0,868.0
Jiangxi,2020-02-29,935.0,1.0,811.0
Shandong,2020-02-29,756.0,6.0,421.0
Jiangsu,2020-02-29,631.0,0.0,523.0
Iran,2020-02-29,593.0,43.0,123.0
Chongqing,2020-02-29,576.0,6.0,438.0
Sichuan,2020-02-29,538.0,3.0,351.0
Heilongjiang,2020-02-29,480.0,13.0,301.0
Beijing,2020-02-29,411.0,8.0,271.0
Shanghai,2020-02-29,337.0,3.0,287.0
Hebei,2020-02-29,318.0,6.0,282.0
Fujian,2020-02-29,296.0,1.0,243.0
Guangxi,2020-02-29,252.0,2.0,176.0
Shaanxi,2020-02-29,245.0,1.0,207.0
Japan,2020-02-29,241.0,5.0,32.0
Yunnan,2020-02-29,174.0,2.0,157.0
Hainan,2020-02-29,168.0,5.0,148.0
Tianjin,2020-02-29,136.0,3.0,109.0
Shanxi,2020-02-29,133.0,0.0,114.0
Liaoning,2020-02-29,121.0,1.0,96.0
Singapore,2020-02-29,102.0,0.0,72.0
France,2020-02-29,100.0,2.0,12.0
Hong Kong,2020-02-29,95.0,2.0,33.0
Jilin,2020-02-29,93.0,1.0,75.0
Gansu,2020-02-28,91.0,2.0,82.0
Germany,2020-02-29,79.0,0.0,16.0
Xinjiang,2020-02-29,76.0,3.0,62.0
Inner Mongolia,2020-02-29,75.0,0.0,49.0
Spain,2020-02-29,45.0,0.0,2.0
Thailand,2020-02-29,42.0,0.0,28.0
Bahrain,2020-02-29,41.0,0.0,0.0
Taiwan,2020-02-29,39.0,1.0,9.0
Malaysia,2020-02-29,25.0,0.0,18.0
UK,2020-02-29,23.0,0.0,8.0
Switzerland,2020-02-29,18.0,0.0,0.0
Norway,2020-02-29,15.0,0.0,0.0
Iraq,2020-02-29,13.0,0.0,0.0
Sweden,2020-02-29,12.0,0.0,0.0
"Toronto, ON",2020-02-29,10.0,0.0,2.0
Austria,2020-02-29,9.0,0.0,0.0
Israel,2020-02-29,7.0,0.0,1.0
Croatia,2020-02-29,6.0,0.0,0.0
Netherlands,2020-02-29,6.0,0.0,0.0
"Seattle, WA",2020-02-29,6.0,1.0,1.0
New South Wales,2020-02-13,4.0,0.0,4.0
Greece,2020-02-28,4.0,0.0,0.0
Lebanon,2020-02-29,4.0,0.0,0.0
Mexico,2020-02-29,4.0,0.0,0.0
Denmark,2020-02-29,3.0,0.0,0.0
Finland,2020-02-29,3.0,0.0,1.0
Western Australia,2020-02-29,2.0,0.0,0.0
"Chicago, IL",2020-02-09,2.0,0.0,2.0
Belgium,2020-02-17,1.0,0.0,1.0
Egypt,2020-02-28,1.0,0.0,1.0
Georgia,2020-02-27,1.0,0.0,0.0
Iceland,2020-02-29,1.0,0.0,0.0
Ireland,2020-02-29,1.0,0.0,0.0
Luxembourg,2020-02-29,1.0,0.0,0.0
Qatar,2020-02-29,1.0,0.0,0.0
San Marino,2020-02-27,1.0,0.0,0.0
"Snohomish County, WA",2020-02-29,1.0,0.0,0.0
Hubei,2020-03-01,66907.0,2761.0,31536.0
South Korea,2020-03-01,3736.0,17.0,30.0
Italy,2020-03-01,1694.0,34.0,83.0
Guangdong,2020-03-01,1349.0,7.0,1016.0
Henan,2020-03-01,1272.0,22.0,1198.0
Zhejiang,2020-03-01,1205.0,1.0,1046.0
Hunan,2020-03-01,1018.0,4.0,866.0
Anhui,2020-03-01,990.0,6.0,873.0
Iran,2020-03-01,978.0,54.0,175.0
Jiangxi,2020-03-01,935.0,1.0,831.0
Shandong,2020-03-01,758.0,6.0,443.0
Diamond Princess cruise ship,2020-02-29,705.0,6.0,10.0
Jiangsu,2020-03-01,631.0,0.0,536.0
Chongqing,2020-03-01,576.0,6.0,450.0
Sichuan,2020-03-01,538.0,3.0,365.0
Heilongjiang,2020-03-01,480.0,13.0,342.0
Beijing,2020-03-01,413.0,8.0,276.0
Shanghai,2020-03-01,337.0,3.0,290.0
Hebei,2020-03-01,318.0,6.0,294.0
Fujian,2020-03-01,296.0,1.0,247.0
Japan,2020-03-01,256.0,6.0,32.0
Guangxi,2020-03-01,252.0,2.0,181.0
Shaanxi,2020-03-01,245.0,1.0,208.0
Yunnan,2020-03-01,174.0,2.0,163.0
Hainan,2020-03-01,168.0,5.0,149.0
Guizhou,2020-02-27,146.0,2.0,112.0
Shanxi,2020-03-01,133.0,0.0,116.0
France,2020-03-01,130.0,2.0,12.0
Germany,2020-03-01,130.0,0.0,16.0
Singapore,2020-03-01,106.0,0.0,72.0
Hong Kong,2020-03-01,96.0,2.0,36.0
Jilin,2020-03-01,93.0,1.0,78.0
Gansu,2020-03-01,91.0,2.0,84.0
Spain,2020-03-01,84.0,0.0,2.0
Xinjiang,2020-03-01,76.0,3.0,64.0
Inner Mongolia,2020-03-01,75.0,0.0,52.0
Ningxia,2020-02-29,73.0,0.0,69.0
Bahrain,2020-03-01,47.0,0.0,0.0
Kuwait,2020-02-28,45.0,0.0,0.0
Unassigned Location (From Diamond Princess),2020-02-28,44.0,0.0,0.0
Thailand,2020-03-01,42.0,1.0,28.0
Taiwan,2020-03-01,40.0,1.0,9.0
UK,2020-03-01,36.0,0.0,8.0
Switzerland,2020-03-01,27.0,0.0,0.0
Iraq,2020-03-01,19.0,0.0,0.0
Norway,2020-03-01,19.0,0.0,0.0
Austria,2020-03-01,14.0,0.0,0.0
"Toronto, ON",2020-03-01,14.0,0.0,2.0
Sweden,2020-03-01,14.0,0.0,0.0
Lebanon,2020-03-01,10.0,0.0,0.0
Netherlands,2020-03-01,10.0,0.0,0.0
"Seattle, WA",2020-03-01,9.0,1.0,1.0
Victoria,2020-02-29,7.0,0.0,4.0
Czech Republic,2020-03-01,3.0,0.0,0.0
Iceland,2020-03-01,3.0,0.0,0.0
India,2020-02-16,3.0,0.0,3.0
"Chicago, IL",2020-03-01,3.0,0.0,2.0
"Santa Clara, CA",2020-02-29,3.0,0.0,1.0
Belgium,2020-03-01,2.0,0.0,1.0
Russia,2020-02-12,2.0,0.0,2.0
"Snohomish County, WA",2020-03-01,2.0,0.0,0.0
Algeria,2020-02-25,1.0,0.0,0.0
Dominican Republic,2020-03-01,1.0,0.0,0.0
San Marino,2020-03-01,1.0,0.0,0.0
"Portland, OR",2020-02-29,1.0,0.0,0.0
"Providence, RI",2020-03-01,1.0,0.0,0.0
Hubei,2020-03-02,67103.0,2803.0,33934.0
South Korea,2020-03-02,4335.0,28.0,30.0
Italy,2020-03-02,2036.0,52.0,149.0
Iran,2020-03-02,1501.0,66.0,291.0
Guangdong,2020-03-02,1350.0,7.0,1059.0
Henan,2020-03-02,1272.0,22.0,1205.0
Zhejiang,2020-03-02,1206.0,1.0,1069.0
Hunan,2020-03-02,1018.0,4.0,887.0
Anhui,2020-03-02,990.0,6.0,917.0
Jiangxi,2020-03-02,935.0,1.0,850.0
Shandong,2020-03-02,758.0,6.0,460.0
Diamond Princess cruise ship,2020-03-02,705.0,6.0,10.0
Jiangsu,2020-03-02,631.0,0.0,543.0
Chongqing,2020-03-02,576.0,6.0,469.0
Sichuan,2020-03-02,538.0,3.0,386.0
Heilongjiang,2020-03-02,480.0,13.0,356.0
Beijing,2020-03-02,414.0,8.0,282.0
Shanghai,2020-03-02,337.0,3.0,292.0
Hebei,2020-03-02,318.0,6.0,296.0
Fujian,2020-03-02,296.0,1.0,255.0
Japan,2020-03-02,274.0,6.0,32.0
Guangxi,2020-03-02,252.0,2.0,192.0
France,2020-03-02,191.0,3.0,12.0
Yunnan,2020-03-02,174.0,2.0,168.0
Hainan,2020-03-02,168.0,5.0,151.0
Germany,2020-03-02,159.0,0.0,16.0
Tianjin,2020-03-01,136.0,3.0,111.0
Shanxi,2020-03-02,133.0,0.0,119.0
Liaoning,2020-03-01,122.0,1.0,103.0
Spain,2020-03-02,120.0,0.0,2.0
Singapore,2020-03-02,108.0,0.0,78.0
Hong Kong,2020-03-02,100.0,2.0,36.0
Gansu,2020-03-02,91.0,2.0,85.0
Xinjiang,2020-03-02,76.0,3.0,66.0
Inner Mongolia,2020-03-02,75.0,0.0,54.0
Switzerland,2020-03-02,42.0,0.0,0.0
Taiwan,2020-03-02,41.0,1.0,12.0
UK,2020-03-02,40.0,0.0,8.0
Malaysia,2020-03-01,29.0,0.0,18.0
Iraq,2020-03-02,26.0,0.0,0.0
Norway,2020-03-02,25.0,0.0,0.0
United Arab Emirates,2020-02-29,21.0,0.0,5.0
Austria,2020-03-02,18.0,0.0,0.0
Netherlands,2020-03-02,18.0,0.0,0.0
"Toronto, ON",2020-03-02,17.0,0.0,2.0
Sweden,2020-03-02,15.0,0.0,0.0
"King County, WA",2020-03-02,14.0,5.0,1.0
Israel,2020-03-01,10.0,0.0,1.0
Macau,2020-02-27,10.0,0.0,8.0
Queensland,2020-02-29,9.0,0.0,1.0
"Santa Clara, CA",2020-03-02,9.0,0.0,1.0
Belgium,2020-03-02,8.0,0.0,1.0
British Columbia,2020-02-29,8.0,0.0,3.0
San Marino,2020-03-02,8.0,0.0,0.0
Croatia,2020-03-01,7.0,0.0,0.0
New South Wales,2020-03-01,6.0,0.0,4.0
Ecuador,2020-03-01,6.0,0.0,0.0
Iceland,2020-03-02,6.0,0.0,0.0
Oman,2020-02-29,6.0,0.0,1.0
Mexico,2020-03-01,5.0,0.0,0.0
Denmark,2020-03-01,4.0,0.0,0.0
Pakistan,2020-02-29,4.0,0.0,0.0
"Snohomish County, WA",2020-03-02,4.0,1.0,0.0
Algeria,2020-03-02,3.0,0.0,0.0
Czech Republic,2020-03-02,3.0,0.0,0.0
Qatar,2020-03-01,3.0,0.0,0.0
Romania,2020-02-28,3.0,0.0,0.0
Portugal,2020-03-02,2.0,0.0,0.0
"Portland, OR",2020-03-02,2.0,0.0,0.0
Estonia,2020-02-27,1.0,0.0,0.0
Ireland,2020-03-01,1.0,0.0,0.0
Luxembourg,2020-03-01,1.0,0.0,0.0
Morocco,2020-03-02,1.0,0.0,0.0
Senegal,2020-03-02,1.0,0.0,0.0
"Grafton County, NH",2020-03-02,1.0,0.0,0.0
"Hillsborough, FL",2020-03-02,1.0,0.0,0.0
"Madison, WI",2020-02-05,1.0,0.0,0.0
"San Mateo, CA",2020-03-02,1.0,0.0,0.0
Hubei,2020-03-03,67217.0,2835.0,36208.0
South Korea,2020-03-03,5186.0,28.0,30.0
Italy,2020-03-03,2502.0,79.0,160.0
Iran,2020-03-03,2336.0,77.0,291.0
Guangdong,2020-03-03,1350.0,7.0,1101.0
Henan,2020-03-03,1272.0,22.0,1231.0
Zhejiang,2020-03-03,1213.0,1.0,1093.0
Hunan,2020-03-03,1018.0,4.0,906.0
Anhui,2020-03-03,990.0,6.0,936.0
Jiangxi,2020-03-03,935.0,1.0,870.0
Shandong,2020-03-03,758.0,6.0,511.0
Jiangsu,2020-03-03,631.0,0.0,562.0
Chongqing,2020-03-03,576.0,6.0,490.0
Sichuan,2020-03-03,538.0,3.0,394.0
Heilongjiang,2020-03-03,480.0,13.0,366.0
Beijing,2020-03-03,414.0,8.0,288.0
Shanghai,2020-03-03,338.0,3.0,294.0
Hebei,2020-03-03,318.0,6.0,300.0
Fujian,2020-03-03,296.0,1.0,260.0
Japan,2020-03-03,293.0,6.0,43.0
Guangxi,2020-03-03,252.0,2.0,202.0
Shaanxi,2020-03-02,245.0,1.0,216.0
France,2020-03-03,204.0,4.0,12.0
Germany,2020-03-03,196.0,0.0,16.0
Hainan,2020-03-03,168.0,5.0,155.0
Spain,2020-03-03,165.0,1.0,2.0
Hong Kong,2020-03-03,100.0,2.0,37.0
Jilin,2020-03-02,93.0,1.0,83.0
Gansu,2020-03-03,91.0,2.0,86.0
Xinjiang,2020-03-03,76.0,3.0,68.0
Inner Mongolia,2020-03-03,75.0,1.0,59.0
Ningxia,2020-03-02,74.0,0.0,69.0
Switzerland,2020-03-03,56.0,0.0,2.0
UK,2020-03-03,51.0,0.0,8.0
Bahrain,2020-03-02,49.0,0.0,0.0
Malaysia,2020-03-03,36.0,0.0,22.0
Iraq,2020-03-03,32.0,0.0,0.0
Norway,2020-03-03,32.0,0.0,0.0
Netherlands,2020-03-03,24.0,0.0,0.0
Austria,2020-03-03,21.0,0.0,0.0
Sweden,2020-03-03,21.0,0.0,0.0
"King County, WA",2020-03-03,21.0,6.0,1.0
New South Wales,2020-03-03,13.0,0.0,4.0
Belgium,2020-03-03,13.0,0.0,1.0
Lebanon,2020-03-02,13.0,0.0,0.0
Israel,2020-03-03,12.0,0.0,1.0
Oman,2020-03-03,12.0,0.0,2.0
Iceland,2020-03-03,11.0,0.0,0.0
San Marino,2020-03-03,10.0,1.0,0.0
Victoria,2020-03-02,9.0,0.0,4.0
British Columbia,2020-03-03,9.0,0.0,3.0
Croatia,2020-03-03,9.0,0.0,0.0
Ecuador,2020-03-03,7.0,0.0,0.0
Greece,2020-03-01,7.0,0.0,0.0
Qatar,2020-03-03,7.0,0.0,0.0
Denmark,2020-03-03,6.0,0.0,0.0
"Snohomish County, WA",2020-03-03,6.0,1.0,0.0
Algeria,2020-03-03,5.0,0.0,0.0
Czech Republic,2020-03-03,5.0,0.0,0.0
India,2020-03-02,5.0,0.0,3.0
South Australia,2020-02-29,3.0,0.0,2.0
Romania,2020-03-03,3.0,0.0,0.0
Brazil,2020-02-29,2.0,0.0,0.0
Ireland,2020-03-03,2.0,0.0,0.0
Portugal,2020-03-03,2.0,0.0,0.0
Senegal,2020-03-03,2.0,0.0,0.0
Argentina,2020-03-03,1.0,0.0,0.0
Belarus,2020-02-28,1.0,0.0,0.0
Chile,2020-03-03,1.0,0.0,0.0
Latvia,2020-03-02,1.0,0.0,0.0
New Zealand,2020-02-28,1.0,0.0,0.0
"Los Angeles, CA",2020-02-01,1.0,0.0,0.0
"Orange, CA",2020-02-01,1.0,0.0,0.0
"Placer County, CA",2020-03-02,1.0,0.0,0.0
"Westchester County, NY",2020-03-03,1.0,0.0,0.0
Hubei,2020-03-04,67332.0,2871.0,38557.0
South Korea,2020-03-04,5621.0,35.0,41.0
Italy,2020-03-04,3089.0,107.0,276.0
Iran,2020-03-04,2922.0,92.0,552.0
Guangdong,2020-03-04,1350.0,7.0,1133.0
Henan,2020-03-04,1272.0,22.0,1234.0
Zhejiang,2020-03-04,1213.0,1.0,1114.0
Hunan,2020-03-04,1018.0,4.0,916.0
Anhui,2020-03-04,990.0,6.0,956.0
Jiangxi,2020-03-04,935.0,1.0,884.0
Shandong,2020-03-04,758.0,6.0,516.0
Jiangsu,2020-03-04,631.0,0.0,577.0
Chongqing,2020-03-04,576.0,6.0,502.0
Sichuan,2020-03-04,538.0,3.0,406.0
Heilongjiang,2020-03-04,480.0,13.0,373.0
Shanghai,2020-03-04,338.0,3.0,298.0
Japan,2020-03-04,331.0,6.0,43.0
Hebei,2020-03-04,318.0,6.0,301.0
Fujian,2020-03-04,296.0,1.0,270.0
France,2020-03-04,285.0,4.0,12.0
Germany,2020-03-04,262.0,0.0,16.0
Guangxi,2020-03-04,252.0,2.0,210.0
Shaanxi,2020-03-04,245.0,1.0,223.0
Spain,2020-03-04,222.0,2.0,2.0
Hainan,2020-03-04,168.0,5.0,158.0
Tianjin,2020-03-03,136.0,3.0,124.0
Shanxi,2020-03-03,133.0,0.0,124.0
Singapore,2020-03-03,110.0,0.0,78.0
Hong Kong,2020-03-04,105.0,2.0,37.0
Jilin,2020-03-04,93.0,1.0,86.0
Gansu,2020-03-04,91.0,2.0,87.0
Switzerland,2020-03-04,90.0,0.0,3.0
UK,2020-03-04,85.0,0.0,8.0
Xinjiang,2020-03-04,76.0,3.0,69.0
Inner Mongolia,2020-03-04,75.0,1.0,63.0
Kuwait,2020-03-02,56.0,0.0,0.0
Norway,2020-03-04,56.0,0.0,0.0
Bahrain,2020-03-04,52.0,0.0,0.0
Thailand,2020-03-02,43.0,1.0,31.0
Taiwan,2020-03-03,42.0,1.0,12.0
Netherlands,2020-03-04,38.0,0.0,0.0
Sweden,2020-03-04,35.0,0.0,0.0
"King County, WA",2020-03-04,31.0,9.0,1.0
Austria,2020-03-04,29.0,0.0,0.0
India,2020-03-04,28.0,0.0,3.0
United Arab Emirates,2020-03-03,27.0,0.0,5.0
Iceland,2020-03-04,26.0,0.0,0.0
Belgium,2020-03-04,23.0,0.0,1.0
"Toronto, ON",2020-03-03,19.0,0.0,2.0
San Marino,2020-03-04,16.0,1.0,0.0
Israel,2020-03-04,15.0,0.0,1.0
Oman,2020-03-04,15.0,0.0,2.0
Lebanon,2020-03-04,13.0,0.0,1.0
British Columbia,2020-03-04,12.0,0.0,3.0
Queensland,2020-03-03,11.0,0.0,1.0
"Santa Clara, CA",2020-03-03,11.0,0.0,1.0
Victoria,2020-03-04,10.0,0.0,4.0
Ecuador,2020-03-04,10.0,0.0,0.0
"Westchester County, NY",2020-03-04,10.0,0.0,0.0
Greece,2020-03-04,9.0,0.0,0.0
Czech Republic,2020-03-04,8.0,0.0,0.0
"Snohomish County, WA",2020-03-04,8.0,1.0,0.0
"Los Angeles, CA",2020-03-04,7.0,0.0,0.0
Finland,2020-03-01,6.0,0.0,1.0
Portugal,2020-03-04,5.0,0.0,0.0
Romania,2020-03-04,4.0,0.0,1.0
"Cook County, IL",2020-03-02,4.0,0.0,2.0
Azerbaijan,2020-03-01,3.0,0.0,0.0
Georgia,2020-03-01,3.0,0.0,0.0
Russia,2020-03-02,3.0,0.0,2.0
Western Australia,2020-03-01,2.0,1.0,0.0
Egypt,2020-03-01,2.0,0.0,1.0
Estonia,2020-03-03,2.0,0.0,0.0
Hungary,2020-03-04,2.0,0.0,0.0
"San Diego County, CA",2020-02-21,2.0,0.0,1.0
" Montreal, QC",2020-02-28,1.0,0.0,0.0
Chile,2020-03-04,1.0,0.0,0.0
Morocco,2020-03-03,1.0,0.0,0.0
Saudi Arabia,2020-03-02,1.0,0.0,0.0
"New York City, NY",2020-03-02,1.0,0.0,0.0
Hubei,2020-03-05,67466.0,2902.0,40592.0
South Korea,2020-03-05,6088.0,35.0,41.0
Italy,2020-03-05,3858.0,148.0,414.0
Iran,2020-03-05,3513.0,107.0,739.0
Guangdong,2020-03-05,1351.0,7.0,1181.0
Henan,2020-03-05,1272.0,22.0,1239.0
Zhejiang,2020-03-05,1215.0,1.0,1124.0
Hunan,2020-03-05,1018.0,4.0,938.0
Anhui,2020-03-05,990.0,6.0,970.0
Jiangxi,2020-03-05,935.0,1.0,901.0
Shandong,2020-03-05,758.0,6.0,578.0
Diamond Princess cruise ship,2020-03-03,706.0,6.0,10.0
Jiangsu,2020-03-05,631.0,0.0,583.0
Chongqing,2020-03-05,576.0,6.0,512.0
Sichuan,2020-03-05,539.0,3.0,425.0
Germany,2020-03-05,482.0,0.0,16.0
Heilongjiang,2020-03-05,481.0,13.0,379.0
Beijing,2020-03-04,418.0,8.0,297.0
France,2020-03-05,377.0,6.0,12.0
Japan,2020-03-05,360.0,6.0,43.0
Shanghai,2020-03-05,339.0,3.0,303.0
Hebei,2020-03-05,318.0,6.0,304.0
Fujian,2020-03-05,296.0,1.0,277.0
Spain,2020-03-05,259.0,3.0,2.0
Guangxi,2020-03-05,252.0,2.0,214.0
Shaanxi,2020-03-05,245.0,1.0,224.0
Yunnan,2020-03-03,174.0,2.0,169.0
Singapore,2020-03-05,117.0,0.0,78.0
UK,2020-03-05,115.0,1.0,8.0
Switzerland,2020-03-05,114.0,1.0,3.0
Hong Kong,2020-03-05,105.0,2.0,43.0
Gansu,2020-03-05,102.0,2.0,87.0
Sweden,2020-03-05,94.0,0.0,0.0
Jilin,2020-03-05,93.0,1.0,88.0
Norway,2020-03-05,87.0,0.0,0.0
Netherlands,2020-03-05,82.0,0.0,0.0
Xinjiang,2020-03-05,76.0,3.0,70.0
Ningxia,2020-03-04,75.0,0.0,69.0
Bahrain,2020-03-05,55.0,0.0,0.0
